,Eigen-Patient
UHRF1BP1,153229.86361784782
FIGNL1,25506.869848663802
ME2,-159270.43745596765
CCS,46806.92366589166
FTSJ3,19284.246052561386
IGFBP3,-1625656.7979704912
CLTC,2950896.31432861
PIM3,-27305.318570780117
ABHD2,2863052.1688550124
ZNF124,-13386.908430151645
VMP1,-465370.1532981779
UTP23,177044.13733867096
PLOD1,-932046.8790071652
ERO1L,-295649.5188211442
NASP,-240079.33400228102
8-Mar,119075.50999538077
TNFRSF21,-442125.3924720305
PSMC5,253907.12079438235
NMI,-355521.5160829886
FLVCR2,-121360.32405766915
STOX1,59532.78125051055
PTPRJ,-113980.85445644992
AGO2,-25417.852922431444
LPXN,-466683.4738906569
ZNF681,69950.65774449529
NAA38,5846.1547545014
LACTB,-109008.1112738125
CCT2,1463278.148998805
TBKBP1,-41284.16096615468
PUS7L,33415.691945833176
PGM2L1,-98096.57149500254
DERL3,-366076.0091918007
CRAT,-255880.53493894276
LUM,-12431937.703653617
ZNF714,23279.872275840065
KDM1B,1499.1421445404462
PLA2G4A,-113771.07457585596
TFAP2C,-18758.860709411027
RND1,-44263.95568182745
FAM86B1,11386.20220034281
TMEM198,41515.18669322992
OPRL1,30995.857372542603
GPSM3,-492135.7176296594
DIRAS1,52852.43685811285
IFFO1,-177450.06050570682
USP43,267.2573272045733
BIVM,-66908.09719233032
RAB22A,174616.01443211286
IL17D,7871.662122026405
GIT1,119520.83284493683
CCDC180,-4671.665292722384
BAMBI,-92953.55653271104
MAGI3,302613.1062201198
CACNA2D2,495409.0285972119
CHMP4C,146517.0105750938
EPHX1,479479.75464863837
HLA-DQA1,-4018796.983792218
SLC18B1,-148249.85603118167
WAS,-288865.45205073094
SMYD2,-121498.37457906635
UQCRH,-233464.69500187712
SLC27A5,22308.175247893636
ABCA7,-59194.554425622504
CDK2AP1,-247400.8120379516
PTRH2,20388.403684010224
KCNE4,1207169.4277268206
ZNF606,132615.4751323392
CDKN2A,-183955.2313433515
LRP6,95464.99022626216
B9D1,47343.56060133163
PPAPDC1B,974387.9633188834
IFI27,731830.231274002
SORCS2,-146111.48444260535
SOD2,-6064768.253398627
FCGR2A,-849733.2144703453
COL8A2,-947108.6713204858
CENPQ,24370.36487091569
BLVRB,220915.2452940372
S100P,114236.86376231382
ZCWPW1,6422.055192945265
CDC6,36605.767821919624
TRAM1L1,55992.302423897476
AKR7A3,842994.4565629819
SPOCK1,-402672.61725261784
TGIF2,55245.09425670128
NFASC,96622.29452457084
PDE5A,320269.52968075563
SERPINA3,5065424.177611124
ACSS1,203480.78252691217
SNF8,-37213.437573219046
AGPAT4,-103111.85214162675
PTPLAD2,24418.95161492384
EMID1,91291.6404103189
PTPLB,46870.91668549223
JAK2,-303780.25925698224
METTL12,5654.458757276326
SPA17,63478.13242950019
LOXL3,-37795.965780360566
GBP3,-375879.31423521525
C9orf3,-109062.26678230983
APOD,-943758.0144455282
DAPP1,-257500.39205465422
C7orf13,-3316.5548254611563
UCK2,-53429.907613663054
GDPD1,58580.67633988339
TFEC,-301254.6367274581
NT5DC2,-214877.80847220082
CMSS1,-7629.738116924431
PTBP2,6170.859975881071
KCNAB2,-438109.06990304147
CDH6,-25018.231516050277
SEC61G,-82130.21869362913
ATP5G1,-6411.330330711033
CD74,-58873449.074771926
FBXO27,1446.0269774755009
RCSD1,-447626.86893208825
REPS2,1245855.256381531
HLA-DQA2,-678314.5440613305
RNF139,342809.437961341
ABCD1,-151177.40004497662
SELPLG,-709510.8263051735
HILPDA,45509.24632614567
GDF15,193432.30939795112
CST7,-215626.32510363357
PCSK6,558252.7177940317
C4orf21,17314.59796939954
NHLRC1,14326.224186942627
CARD11,-248431.15349054316
GLIS3,-118239.93649318237
FAM198A,61917.75887089739
FLNA,-11114948.927721137
ERP27,37958.34980334309
TRAF3IP3,-359724.43900286866
APOL1,-1848636.4824274597
VWA2,104693.40804115515
IL32,-2097337.505444302
CDH1,5264773.925514245
RAP2C,82235.82018070927
RHOH,127036.97080916203
HOXC9,19451.53302488651
3-Sep,121555.44524921819
ANO8,29653.42979236196
FUCA2,-6702.73075209465
BCAM,3033940.6498300754
TBC1D3F,12752.547805469301
KCNN3,-57844.21997183364
NABP1,-314762.3454789781
ILVBL,106360.41882284486
PCDHGA12,-66238.1537107541
MMP13,-394728.72615014866
CACNA1H,876112.3817002685
CABYR,88694.42599541164
HLA-DRB1,-8340016.421279867
TMEM65,-83997.92024884294
HLA-F,-1772226.388297226
HOXB2,147731.98157702255
SYTL1,41988.827771484146
TEX30,-11155.488103597425
HS3ST1,-59242.03647360153
SLC16A13,-11249.231237350692
KIF3A,204934.0733577405
PLCD1,-50878.39734232051
HUNK,4903.02405734292
WWC2,-36290.05349706537
SLC16A6,978377.9372872803
CXCL10,-2204409.4317622613
ZNF91,380568.2273143507
DCBLD1,-109347.14134279163
ANKRD42,91038.8477203419
SCARA3,-532271.7205430057
ANKS1B,111643.79763027905
GKAP1,46323.24484175698
TLE1,-173036.4410140842
KCND1,-32474.47575383605
RASAL3,-294685.12974196987
TBCC,-14072.05424466424
AFAP1L2,71865.00661195375
FOXO3,-17347.088974544764
SYK,-553100.4150931766
COTL1,-2472390.226912858
EPHX2,119363.74117942044
MED20,24111.9332522665
RAVER2,84452.32531770234
BRWD3,55540.89628587985
CDON,273268.89492786326
ATF7IP2,-14545.42917040198
CEMP1,6093.309745260813
TMC5,-75939.23004583296
GAMT,291695.79547936644
WWP1,3311624.069407196
FJX1,7800.21333001122
GREB1,1443169.251601711
SPATA20,397910.8374409791
SIX1,349846.48692944855
UNC13D,-408898.7463382352
ST6GALNAC2,526493.642861872
LARGE,99627.95920543013
SLC7A1,39137.39391231932
ATP6V1G2-DDX39B,160533.5934920482
DDX60,-39857.84598979503
EGLN3,-214966.78096496948
DUSP5,414727.2584138133
PARVG,-384596.25668192276
TSPO,-554776.1910623042
B3GNTL1,-4722.2309519556065
ZNF92,545195.1782974164
GALNT18,-104086.25255066491
EVI2A,-358016.147440407
ARHGAP22,-74437.23543585063
PAG1,-293739.13151341677
AMIGO2,521707.8738021594
PAQR5,131525.5055351016
KIAA1161,4965.413143654735
SH3D21,52247.34955826646
TSPAN33,-246472.0983756045
LDLRAD4,493491.62281692325
SLC6A8,135483.37944889508
SYNC,92158.23071780887
ADCY9,280241.80003395595
LYPD6B,226894.1733607597
TTC18,39439.60061100127
SLC30A1,169074.74100039797
PFKP,-516096.0728090354
CAND1,1037822.6387352316
GLI2,-68570.56226081592
ADA,-122349.16917515938
FANCL,63440.54552326072
TFF3,3913151.407098723
PLA2G4B,-20839.90236380206
SH3BGRL,930208.4980192359
TSHZ1,150137.4622726258
UBE2E2,-178314.49232760083
SYCP2,389729.9025997817
VAV1,-303895.191411138
LURAP1L,329637.2721964618
MYO1F,-549896.8367226198
SS18L1,167117.46744418825
PPP1R3E,29149.906637339092
PTP4A2,2585475.5440938235
EEF1A2,2064042.101436007
ZC2HC1A,20863.48493330562
HLA-DRA,-24825558.547556028
NCF1,-227829.94181712597
F2RL3,-17002.369865540466
CYP7B1,-107937.94608640228
PSMD3,-439441.8901574789
TTLL7,26253.469714472678
ZDHHC14,-58639.39247940713
ID3,-348113.4086621186
SHF,-18325.75336985411
NID1,-1217608.2893231574
LASP1,2023493.95939409
PDCD1LG2,-147491.29009258188
CSF3R,-64725.43813826126
GBP5,-1586325.5206711194
CCP110,240830.1650753008
MLF1,40526.76559049186
SMIM13,5421.797548533112
USP51,9723.536606982045
RP11-500M8.7,3086.0121069875368
EIF5A2,-59250.78546451484
PRR15L,137898.28435072018
RGPD5,-15151.912681373515
TAP2,-1525362.4073336606
TRIM22,-1308148.969489406
APOL4,-248319.51414224372
CCDC77,10653.208067954029
TCEA2,89208.83008899516
CCDC47,539615.6822427323
DOCK8,-943332.7107197207
CD2,-681752.3406493341
CLEC7A,-324539.7076543413
SLA,-572785.9326270652
CPNE1,159269.56439869106
SPATA6,80201.79185193942
ZNF493,63827.09158917794
LCP2,-756932.6259291882
POLH,-41971.66918164299
TCEAL4,1661509.5392897842
CUL7,147637.63458621423
CPPED1,-148300.29562070782
RAB11FIP1,4415474.557454215
IFI44,-405781.59019365394
CARS2,-20350.185931327895
RORC,160647.62378341026
TXNRD1,126978.8451867782
IFIT3,-761748.0687003245
DUSP2,-168058.44414604068
HMGCS1,-38111.08677409639
FAM26F,-236818.9626715241
SLC35E4,-13072.045644458898
LRRK2,-157198.39231284172
TOMM6,106782.25448020746
ARHGDIB,-1536880.5057847013
NPEPL1,103053.41512800213
MTHFD1L,-199511.96938265802
C5orf55,16349.51829495346
MORN1,31270.441499111643
6-Sep,-648030.1543831876
CDK8,-51799.58018082017
FAM57A,-31305.798480016787
ICOSLG,-119683.93752058265
ANO1,1384194.3190380482
PLEK2,-20530.22247444518
HLA-DPB1,-5608941.958433901
FADS2,-135939.11285590226
ITGA10,-12509.258328434902
CSPP1,94931.13108725338
CCT6A,52176.93477958649
DYRK2,-250649.95084530464
OTUD6B,66213.97462354245
AMOT,-40754.853992173965
CHD7,30398.562035679795
LRRFIP2,104218.15881367512
FSD1L,72583.9611189646
SLC9A3R2,152722.4615030557
CLNS1A,696994.0109005637
AGPAT5,-10454.688691529374
C4orf32,245671.57765411102
ATP11C,-241951.5001180295
TRIM47,-453714.47867934
ZNF814,184874.93880071514
FLJ00104,-30293.005796604204
IFIT1,441914.87763276516
FURIN,391828.1171811454
MTSS1,480053.741268153
CHORDC1,-25038.63223549416
ACER2,41145.99361784634
TMEM91,-7395.518201487686
PPP2R3B,11546.305008515707
SMTN,-217600.9973717596
ANGPT2,-59514.04842250961
SASH3,-623192.0017268243
MYH14,210488.23608868048
GPR56,-91229.9610873653
ZNF121,34045.008973995486
NRBP2,29636.827411115417
GAREM,-49496.44579509669
FAM171A1,-290169.4064436102
SERPINE1,-908596.9402728357
SAMD9,-352132.57022975944
AR,1198369.791439753
PTPRCAP,-413557.6060714517
ENPP1,777925.8413823141
RAB6A,290846.7279590538
RGS16,-413209.2916579408
MAPRE2,-349699.8898799085
GPR157,-11140.538321013093
SEMA4C,191433.83841740838
ZNF292,79152.70741096955
SLC25A29,157106.24183986528
ITPRIPL2,-136041.0058528104
FCHO1,-94244.28364363454
LAT,-220182.27137017256
LAPTM4B,2743219.859174379
FMO4,-41854.50497567421
SP6,-111594.35464126503
ELP2,3581376.987818199
PANK3,1683758.8636757378
LYPD3,204109.49900566187
TTI2,51791.222358664694
SLC7A2,3427526.627888295
CCDC18,-19226.75004814858
ZNF382,4302.30453423234
G2E3,79952.71756467561
ZBTB18,-85818.66975999581
RRM2B,356726.763204974
CAMK4,-116378.70781438792
UPF3B,-37125.13270010761
MYO10,-319128.13813133363
SGIP1,-68749.40865308278
CPLX1,91236.99296283902
RAB34,57990.406467071254
SKP2,-58698.06537170081
CMYA5,187633.47550225336
BAIAP3,252895.50884731652
FZD1,-346404.2878672216
CD37,-707286.8199197055
CAMK2N1,549822.7849215936
SDCBP,-1858333.0950375504
LGALS1,-2404139.1680441326
CLTB,-263079.8243732573
GABBR1,-7010.213853644406
ANKRD36,605.3342334300316
SPHK1,-301434.7296731495
TTI1,156424.87177798964
TMEM86A,-200364.18040153148
USP1,42618.00991312642
TYROBP,-1034046.3226127108
SIGLEC10,-253440.84539986725
SPECC1,-157752.0626165407
ECM1,1443322.3217626908
DNM1,-59248.166232262796
AHSA2,90054.0725112956
TSGA10,16577.51596204219
APOE,-5420603.0049058115
AMPD3,-132640.81509026617
CPVL,-528095.2075195231
PSPH,463.93080222610433
WBP11,1210027.5000045334
AKAP1,357448.4608151837
NUDT17,18592.932771583688
GFPT1,1125506.5388741929
SULT2B1,126080.54012157244
ZNF704,157878.7755874534
HHIPL1,-79815.80331738527
CASK,149866.7764157865
FCER1G,-804234.3481887054
ORAOV1,157664.08379043572
SYTL2,1183041.2504596012
NINJ2,-94719.00574272522
ZBTB2,63428.28443529918
SMARCD2,389646.49765127077
FBXL8,-5814.4689032540955
AP3M2,395743.2583563567
PCGF2,166496.761763137
MPP3,40100.3850912535
GTF2H2,39850.267644756044
CYP2S1,-29335.10587748068
ZNF100,60099.797947523264
NEBL,1308911.303925542
PSD3,435393.5716370797
CD53,-1375029.1914839973
EGFL8,1368.5082323596491
PCBD1,198720.3968394322
SKIL,611435.6869103165
ZNFX1,-410407.24556391645
ZNF440,31478.974824370296
LCK,-403846.4607414662
HTRA3,-1334581.4969544888
IKBKB,704793.2791032051
MRPL11,-57026.08635123952
RGS1,-1118359.381288323
NLRC5,-990183.5582631422
SEMA6C,-11460.352785119541
SLC20A2,279779.03235401714
ENPP5,785198.3812947762
INADL,588950.1847071532
IL2RG,-1323592.8999506964
ADPRHL1,41338.8256803965
TMTC3,130058.20807402958
CCDC85B,-65833.05569293379
BAG1,819399.7845024783
SMG8,141088.70682581488
OSBPL6,65835.00517566236
IRX3,417848.3384536986
ZNF101,-96608.83255209467
MVD,-127760.07207390034
GPRC5C,304755.89925390214
LRRC37A3,76495.05168933596
ASS1,-1095420.7825200856
TTC39C,231750.71809840685
PHF12,219536.13030409036
MNDA,-334779.00330954767
IFITM3,-3066665.873434241
GAB1,196432.7784414553
PRSS23,2212859.7109384164
C9orf152,180833.2252077411
MYCL,-141342.99663154234
LCP1,-4418905.683375948
PHYHD1,115388.26764396824
HCK,-513500.96630785323
JAG1,-466617.80913098104
APBA2,-62689.957305914395
ADSSL1,36500.412151382625
ZNF607,57034.449314623394
MTRNR2L12,-1808.519579227172
TMX4,-145542.79315590157
DHFR,278409.5184704589
MLXIP,-387946.87404429266
ZNF577,7047.902767154809
CCDC71L,-342190.54909001285
HSPA1A,3129713.6169668185
SCUBE3,154954.50963206313
ZNF780B,25519.134286222936
DMXL2,-81803.33529507482
CCDC74A,445077.79248939885
KLF5,-214203.71608133463
MSMO1,199794.04858374104
YEATS4,204288.07653004548
MRPS17,16198.132199345231
IGSF6,-206911.45373088116
C2CD3,219318.3503080651
LYST,-190104.00546633915
IRAK2,-75691.58366684614
TNFAIP6,-111993.50434405977
B3GNT8,11048.679764788398
TMPRSS3,-233723.50705462386
CCDC117,1069391.5232688913
RAB36,42688.35575318394
DPYSL3,-2601341.977142999
ALCAM,1147224.839725041
NR4A2,131568.33668268757
ARHGEF18,3719.5477921654406
PNPO,235140.2582176084
LST1,-201069.43198957675
HEY1,-13396.444276777724
NUPR1,-178092.36528094707
ZNF853,33931.807017381274
NPEPPS,1169949.3162644007
IQCG,-52092.34231967578
ANKRD50,518445.6170388427
KLHL6,-310058.94861610455
AC008964.1,-323289.93401086575
MOXD1,-301828.58252725564
SPTSSA,64289.9005972722
ENO1,-6215900.90132284
MX2,-532322.1895725072
PHLDA1,-173028.73518772962
ATP13A3,122241.70208555683
DACH1,724999.3470009234
FGFRL1,-17744.385771571342
HCN3,65946.76810200693
ERBB2,-7221138.559979094
SNAPC3,163052.75965787997
RMND1,902101.9815530373
AFF3,3671955.9955794364
MIEN1,-376738.42119590385
PPFIA1,922328.6330887238
YBX2,63310.83819989506
SMOX,-52871.704686532656
NUFIP2,409902.2360803581
C5orf63,42361.958844088535
AGAP2,-123420.15023991198
ETNK1,317059.52255614207
GRIP1,4996.1746493946475
ATXN7L2,-8358.455179663653
AGPAT6,1487227.273972488
BRCC3,101107.79094444991
RTN4RL1,248459.7275442994
C1QTNF3,-281901.05377427826
IL1RN,-132931.97573964126
ACOT1,89944.806734135
ODF3B,-135865.5437021253
ISOC1,645576.5026247118
TTC6,181964.50637753747
ZNF519,3356.373292455276
SLC43A2,-364154.261619926
WNT3,133616.63195761427
PHYH,91769.2103291935
DCLRE1B,-27340.534049126847
ITGB8,-228724.72283718985
TMPRSS13,-16367.843970664699
ZNF726,1537.552837484942
RBM38,-237818.7862102011
SPOCK2,-1127513.4770840188
TEAD2,-287212.2984080285
AGAP2-AS1,2983.317539608008
LAMP3,-485944.36410646664
ZNF610,13504.350349527562
PDHX,192616.4545322226
PTPN1,1508352.8647351165
AMFR,1783261.746998922
ZRANB1,89098.06742821798
ERVMER34-1,28800.185316102088
PLD4,-129408.26665102513
ADCY3,-334925.02617408766
TBC1D10C,-255019.69791831874
PRKCI,103906.48442966577
HLA-DMB,-1770655.8344100248
XRRA1,146813.6857620471
G6PD,-299014.5602365404
HSPA2,421367.10037548223
ASCC3,-168884.95986376816
EPB41L3,-64116.993873865045
TBC1D3,-4760.4973574104615
HAS2,-118638.61451530464
SAMD8,436884.18722865114
SMAD3,309111.770599038
PCDHB14,-35553.681842252634
NFATC1,-171442.56679644893
SLC1A1,-6975.515040332925
SPON2,-488001.218957893
ATL2,-53831.797713447166
PDPN,-387688.21663505724
PNPLA6,-110848.26928141544
ZNF736,67966.06504889391
PTPRD,-113149.23322633958
LDOC1,263781.2382054706
CCDC113,86949.79695463358
TMEM135,110986.36934128539
QPCT,-122626.07881358224
TMA16,73537.30047909044
UPK3BL,153912.71773811747
ZNF490,5551.620735662634
C10orf12,10526.47403399384
FMNL1,-751792.5354624938
STARD3,-631028.0648695682
SRGAP1,287216.06244665344
IFIT2,-368392.5387416729
HLA-DQB2,-382778.22363840044
ALDH3B1,-95292.45430214124
ITGA2,-2241.8798862756194
GJA5,-273104.02408242674
CD48,-621697.0535957318
VWA8,149944.6488564193
ACBD4,73843.86008070996
PXDN,-1115206.6295934964
ATP1B1,190199.19810768048
SHROOM1,-8504.386826979591
LACTB2,44232.49562875233
MOCOS,6437.556779293465
CDK18,-18979.311448426335
SERPINE2,-667833.3365521883
CCDC34,119558.74115080132
ADCY7,-498407.67236608703
COL6A2,-11898850.684605429
ANKRD37,-1539.296246896728
PABPC1L,108112.18608136302
STAMBPL1,-76296.35454442013
BTG2,-766064.2392897503
CCL5,-1741090.1644813162
KIF12,593781.5409964568
FGFR4,-31400.560504691668
RPL22L1,-74728.3769934715
IRF6,649754.8070103365
TMEM119,-884086.0814253296
FEM1A,48911.79370848382
CCNE1,-24568.316564310822
LONRF2,633623.0232896408
PRKG1,-67529.81532135037
ZXDB,235229.51678173325
MED30,-12648.103426673355
FAM102B,786653.4396533044
TTC30A,192167.4306323386
MTUS1,-29073.74595514244
VANGL2,-36886.140319670456
AKR1B1,-572479.150740286
FAM20A,-373543.0271148004
NCAM2,158254.29526752257
MAMLD1,-47311.41858360291
CCDC6,-36536.00161599106
LIPH,62489.5127523751
IER2,-844213.0592133882
RAB20,-195993.58892896972
SPTLC2,65693.71401932405
ARHGAP30,-876936.8192913242
BTRC,461938.0936619313
SOAT1,-383140.0671548645
CLCN5,-82041.55265923953
CDK3,-9872.925666528
TIGD2,-40790.014079115324
PIM1,-535389.3575418477
RAB23,-122142.94999051036
RGL3,108763.99784354515
UBXN10,185151.36624015024
ST8SIA4,-294680.1844866429
ICAM1,-1697720.9044772054
STXBP4,63308.43435584032
FAXC,71213.75964709526
IGFBP2,1389676.1468212758
SYTL3,-55546.05717069258
GNA15,-109341.56499000365
S1PR3,268213.16247099836
PRDM1,-404207.83932403394
NCOA3,-4760.0173106949715
TGM2,-1903078.7649326234
C21orf91,-179722.27720268167
BTK,-261000.44282550874
SLC31A2,-260404.84250554242
MPP1,-307303.2600644135
GCHFR,-69221.78257442164
ALDH1L2,-280052.30318774626
POLD3,69366.9056526299
TVP23C-CDRT4,-18350.10572895296
INPP5D,-728949.800200909
PRICKLE1,-343819.9036954836
NUP107,229807.3489369308
RAB37,-28419.43226672614
AACS,221152.80019710376
GLIPR1,-574020.2606778926
UQCC1,298487.4009915225
INPP5J,388707.3160100304
ALOX5AP,-364534.8777147149
CMTM8,64807.729485568256
SMARCD3,22089.35928044095
MED24,-97183.87716602378
IFITM10,-44017.74148466571
PHKB,172558.71371094344
KRT80,-100356.07150691122
C21orf119,15198.658796896649
GBP1,-3114082.986887507
METRNL,-157485.0379390737
CCL3,-160714.8412383777
TM2D2,595404.2013990161
GFPT2,-373172.6712939512
ALG10,7495.251567572749
EPHB4,-224730.8667862743
KITLG,595009.0124372666
ZNF670,3972.344781969558
EIF2AK2,-39752.54613192943
C17orf107,5642.307082204096
INTS2,111712.61633502405
PVR,-92440.65652137958
TNFAIP8L2,-120048.40077391223
C18orf54,23789.650873961564
ALG8,642717.5240621237
TPRG1,1026189.6300449193
HMCN1,-735662.6782913147
MAN1A1,21127.64262335346
SLC8A1,-205793.63734636133
IL1RAP,-90673.79281532182
ARFGEF2,799668.8826639453
PPP1R3D,200379.80032538623
PTPRU,33125.72411418345
EVA1A,-72559.87234368752
FYB,-674432.7250529615
TP53INP2,5563.1332287687
AC006449.1,-2049.3047328395633
GRB7,-440714.21459294274
ZC4H2,-31263.269208116235
KIAA1549L,-232849.86174700825
KCNMB3,5041.460574130249
JAK3,-482916.9897500405
TMEM45A,-273029.9770852955
BYSL,26961.325833649476
NINL,27110.79114940569
ETFA,-185588.95689024247
LRRC8D,-85030.27764455402
CDC14A,44542.9645581533
DDX52,75197.98243944072
KLHL23,133436.5418039032
NDUFC2,981209.5048567492
PGAP3,-490316.65511966293
STOM,-620117.3845986068
GARNL3,58745.07332068203
SMPD3,77012.41750589307
B3GNT5,-163671.78649581462
KIAA1958,141647.32415586294
PPP2R3A,-87874.94878801804
KDM2A,240903.45674134
FAM78A,-263096.66105717473
FAR2,37567.480059579415
MSL1,328724.14205987286
ARHGAP25,-446975.0399031894
STMN3,646840.4250430529
VRK2,55524.40955826682
EFNA5,-150045.52770390062
DHRS4-AS1,83093.04497979047
NOS3,-119599.80997720952
MS4A6A,-1038599.3792252151
ADAMTS13,21827.304601044176
PCDHB16,-9928.317984718784
FTL,-27407700.720979623
NBL1,-1007943.8328842733
MZB1,-313032.55071860104
IFI16,-2268660.2114493893
HAUS6,45693.190210550536
CD3E,-756488.5565761406
NOL3,118705.48464933103
LRP5,552930.5580029163
LPGAT1,545508.7998735701
NOSTRIN,126067.91642006281
HIF1A,-920071.2352796334
WDFY4,-461310.66599508835
CTNNBL1,14278.749521470821
PYGB,-228889.36412743983
HLA-DPA1,-9461899.554184569
CYS1,-67679.0887705082
GLRX,-273939.19177559525
TMEM98,3876.220692934428
ACOX3,137988.02122677446
MSH5,7805.758954808733
KHK,26666.248126457278
SIK1,-301306.46116690413
TTC39B,-45043.625307867
SLC35E3,173651.91107897175
SLFN12,-64869.90555715082
CACNA1C,-36691.0520895308
CBX6,-64110.68022061815
KCNQ3,36743.20537781659
USP35,158955.75331888377
GPNMB,-5645471.215130647
ARHGEF26,174085.49179345605
ANKRD9,4997.277194787473
AARD,14628.861501652962
SUB1,1569803.3539008524
ACP6,40922.13582332022
ITGB4,-1273135.4069793394
SPPL2A,-21966.199675446423
MAPK6,1337.91174603502
ATP10A,-144105.39949926452
CLIC4,-1601333.2768729432
EMP3,-488512.95917332295
SRCIN1,81296.82991246405
POLR2F,-70769.95757318886
CLIC6,848353.3756095082
DENND1B,710559.1600603542
PPP1R3F,10707.156971548113
MSN,-6025919.565991486
B4GALNT1,-26020.292452465095
GYLTL1B,-2302.614267735469
IQCH,40368.89491826221
MPZL2,-303305.64273446304
ASTN2,289835.91492095566
SAT1,-2375659.0256931293
TNFSF13,-162740.88326029255
NRCAM,296523.10276397795
PCED1B,-55076.79755237721
FSCN1,-1108341.2553276676
RNF19A,-294631.0680449366
INTS4,209533.05987978933
RALGAPB,720662.0239033459
PRRX2,-71972.09387278267
NELL2,776184.0691947887
RSAD1,141283.08749836573
SLC45A4,31192.612540997732
CYTIP,-367862.839214124
ARMCX1,49130.36749105991
COLEC12,71911.60813707182
ARMCX2,35903.32600394955
ARHGAP9,-286422.9373505971
SCUBE2,7456963.241674744
PDE3A,-10562.008553063819
PIK3R5,-256793.15075869474
LYZ,-10674377.857374692
FBLIM1,-392771.5582319852
BIN2,-338030.5065310672
ZBED6CL,-86364.12516182724
PLA2G6,65672.11937193776
ING1,80443.47025984558
KLF12,-169105.81528076335
CTSV,-37095.05395249851
MMS22L,25925.595950677558
HEATR6,61969.84993733123
ZNF350,-10974.000633993082
DUSP14,47310.85010631248
TRAF1,-396403.09379608254
C19orf66,-247302.10095420328
ZBTB24,-34052.10494731611
TBL1X,220318.8954213288
TOM1L2,349419.2582520513
SPARC,-33079908.271932617
UBR5,934116.7130470631
ACOT9,-293897.87206247065
TOB1,984383.9891222479
BTN2A2,-218593.40756447276
SCP2,133089.30685368914
TLDC1,-136606.94766933916
YEATS2,-212815.60299902898
TTN,59059.21344924484
SLC1A2,460690.89954607945
ASH2L,1187883.2450228368
ENDOV,96133.05949269261
ITPR2,692530.5176075867
PDE7A,-288955.0045034106
MCM3AP,517480.7702777193
KIF5C,330678.4359033686
RASA4B,-63499.68687361664
ANKRD27,-38643.79159165923
IGHMBP2,134247.8232423242
KIAA0895L,34659.660535591065
FAM46C,-226950.3651072649
GCLC,150906.75888637567
CEACAM6,398261.3006886557
TMEM67,80796.62707209306
USP37,147421.112767365
IL15RA,-258736.5352502124
RBP1,144292.47565101582
MFSD2A,-116818.30476968251
TMEM231,16198.428260415814
RHPN2,125733.16403187362
ATP11B,-325980.82271956507
SNX22,-5526.057870063475
HCCS,-36403.60323918862
IL16,-601721.0519835948
FBXL18,-1361.5615569265958
FABP5,-566043.842850659
TMED7-TICAM2,-20018.094242196756
ITGA4,-262500.08072345896
RPRD1B,163136.2989743375
TLR6,-126431.73514306583
HFE,-14215.126582064298
HOXB3,143158.1316306235
NHS,2721.541873229807
KIF16B,440168.9349976619
FAM167B,-23606.214088210098
B3GNT1,150908.53816634242
MAPRE3,89417.77729605103
UVRAG,24312.59417489111
CD300A,-197416.27236912397
SLITRK6,1048774.883620815
IFI44L,-752064.1973395862
KIF21B,-213631.73516314113
HS3ST3B1,-97581.45231106466
C2,-1126040.2715186703
CCRN4L,60715.050882174255
ITGAV,-933170.5724973977
QDPR,728905.4375743822
TMEM200B,98782.67251146257
SMARCE1,661105.3402721931
SPIN4,19373.147880542303
DEGS1,-337226.89370701544
DMPK,29529.297547772207
LAMA5,327310.1924630939
SLC45A3,-30445.584021390263
WFDC2,317559.21143278945
DUSP7,-190282.79488376772
RGS11,127457.07443898897
RIPK3,-8288.874013860777
YOD1,-77360.6071283289
CNTN4,13558.628033700246
SLCO3A1,-23290.805489085335
RASD2,-140860.2717826157
TBC1D24,65136.212751196195
TMC8,-434450.676808403
MZF1,93772.03873717561
NEK11,82260.662746147
NPTXR,105958.44685026155
FNDC3B,-817722.8139071707
MANSC1,182501.9765554277
ENO3,29337.608119544133
APLP1,383945.3624479108
ZDHHC20,-45585.01376202674
CCDC163P,1623.3400474391478
ZNF396,85200.68026717131
ADAM9,217442.13872452232
PAAF1,159526.71410883748
FAM110C,125313.89759142385
SYT11,-263409.4762949197
CD22,-162734.05161392174
KAT7,406864.6990051992
THSD4,3138834.226674466
TCEAL1,460277.08805366873
TATDN1,45353.44328268332
HEXDC,5506.81765720808
SHISA2,-15014.689655325335
EAF2,-34549.865745365816
S100A10,-1420112.075842726
FIG4,53146.769969250185
ENDOD1,18892.58285544044
ABI3,-205498.43934604063
ICA1L,68092.9508653586
WIPI1,66349.36192299685
RAB38,51733.646031212884
ZNF24,1414995.261449187
PFDN4,36814.93608400051
TMEM158,-99119.77823592795
LIPA,-1470527.8300620993
RPS7,-2131942.7488030978
TXNDC16,333922.41883617186
CRISPLD2,-1520914.4618757027
AMN1,96765.0748804339
BDP1,184204.0729361608
ATG16L2,36213.46725860213
TM7SF2,201650.89179900408
OPHN1,75882.8066489428
CTD-2267D19.3,70795.50967384609
EBF4,167489.43205913546
ATHL1,295056.89199718036
CCNJ,4329.167100509551
RALGAPA2,-42935.258393271826
ACTR3B,38012.72530701871
SMCO4,-203264.61552335529
RAPGEF5,37606.047659140226
EYA2,17667.252120881185
PTPRT,900419.1684674126
RAPGEFL1,137124.43884758904
HSD17B14,46837.188853944055
S100A6,-3049727.3049862175
